iter	RMSE
644	837.4321421
645	837.3799148
646	837.2731285
647	837.2373107
648	837.1476014
649	837.0449473
650	836.9779959
651	836.8145336
652	836.7140694
653	836.6217066
654	836.5765337
655	836.4918989
656	836.2793916
657	836.0546636
658	835.8903399
659	835.5746183
660	835.4778718
661	835.3812176
662	835.3247364
663	835.2632264
664	835.2234973
665	835.0113462
666	834.9743321
667	834.8323592
668	834.7585868
669	834.6476347
670	834.5454297
671	834.3979041
672	834.2812859
673	834.2487335
674	834.1971301
675	834.1450336
676	834.1000133
677	834.014157
678	833.8943222
679	833.8183328
680	833.6874095
681	833.4674967
682	833.3519724
683	833.2854188
684	833.2020738
685	833.1554363
686	833.0575444
687	832.9757957
688	832.8147293
689	832.7649982
690	832.7098399
691	832.5927503
692	832.5217795
693	832.3680039
694	832.226175
695	832.1578401
696	832.103796
697	832.0124942
698	831.9361737
699	831.8529623
700	831.5969243
701	831.52934
702	831.4231399
703	831.3632637
704	831.2720457
705	831.1757345
706	831.0603874
707	830.9681023
708	830.9090712
709	830.7426135
710	830.6411357
711	830.5528443
712	830.4572879
713	830.3442748
714	830.2978021
715	830.2557955
716	830.1586978
717	830.0666291
718	830.0305695
719	829.9415371
720	829.8724606
721	829.7689838
722	829.7378377
723	829.6954525
724	829.5838273
725	829.5368164
726	829.4659098
727	829.3976866
728	829.3443388
729	829.277637
730	829.2452193
731	829.1015362
732	828.9353731
733	828.8587153
734	828.79018
735	828.7235347
736	828.6616954
737	828.4729667
738	828.4316631
739	828.342851
740	828.2085319
741	828.0841178
742	828.0247932
743	827.8720565
744	827.7998004
745	827.7588715
746	827.6226819
747	827.5594965
748	827.516556
749	827.4416557
750	827.2512175
751	827.1130749
752	826.9969624
753	826.9211417
754	826.8298495
755	826.7437632
756	826.69044
757	826.5057785
758	826.4241361
759	826.3956775
760	826.3192596
761	826.2098692
762	826.1293639
763	826.0647189
764	826.0116824
765	825.9744687
766	825.8935775
767	825.7295665
768	825.6626014
769	825.6361645
770	825.5149997
771	825.4675673
772	825.4329213
773	825.3991709
774	825.301374
775	825.2456267
776	825.1075302
777	825.0130276
778	824.8283335
779	824.733842
780	824.4797405
781	824.2026888
782	824.110536
783	824.0669715
784	823.9611335
785	823.9115948
786	823.8454824
787	823.8064469
788	823.7053991
789	823.6125437
790	823.5128787
791	823.474657
792	823.4406834
793	823.3450908
794	823.1730495
795	823.1130372
796	822.9362688
797	822.893836
798	822.8570316
799	822.7778906
800	822.6418831
801	822.6041636
802	822.5495342
803	822.4625312
804	822.3699584
805	822.3268411
806	822.2303522
807	822.1743967
808	822.0879023
809	821.9892325
810	821.8813009
811	821.8032559
812	821.7432173
813	821.6776132
814	821.5599296
815	821.4502004
816	821.2880595
817	821.1791567
818	821.1420676
819	821.0676709
820	820.9741334
821	820.8968197
822	820.8559942
823	820.8032292
824	820.7132604
825	820.6465534
826	820.5750564
827	820.5488138
828	820.4491674
829	820.3907335
830	820.3341501
831	820.2629478
832	820.1529811
833	820.1253347
834	820.0538956
835	820.0281967
836	819.933987
837	819.6942432
838	819.6295833
839	819.59353
840	819.4533228
841	819.3615226
842	819.2766705
843	819.1721746
844	819.1145803
845	819.023173
846	818.9563297
847	818.8511639
848	818.7086643
849	818.6082778
850	818.5061582
851	818.4314087
852	818.3791063
853	818.342996
854	818.2063
855	818.1731312
856	818.1038297
857	817.9785858
858	817.8150695
859	817.7747676
860	817.7112083
861	817.6357571
862	817.6086577
863	817.5676149
864	817.4911079
865	817.4569159
866	817.3866247
867	817.314761
868	817.226278
869	817.0791042
870	817.0194708
871	816.9382186
872	816.865106
873	816.8108218
874	816.732887
875	816.6972851
876	816.6383316
877	816.5218363
878	816.4759662
879	816.3675127
880	816.3150071
881	816.1418909
882	816.0484694
883	815.9859231
884	815.8426886
885	815.7530585
886	815.6578251
887	815.599604
888	815.514257
889	815.3688005
890	815.3076497
891	815.2727374
892	815.2396375
893	815.1891808
894	815.0434724
895	814.9276888
896	814.8324926
897	814.6649579
898	814.5866195
899	814.4816082
900	814.4430896
901	814.3765957
902	814.3244142
903	814.2625643
904	814.239998
905	814.137541
906	814.0465169
907	814.0251272
908	813.8236577
909	813.7444028
910	813.6475341
911	813.5544417
912	813.4812794
913	813.3908745
914	813.1895427
915	813.1108503
916	813.0121506
917	812.9868439
918	812.9017886
919	812.7628216
920	812.720893
921	812.6603983
922	812.6170638
923	812.5497433
924	812.50346
925	812.3277814
926	812.1747236
927	812.0498372
928	812.0208278
929	811.9867045
930	811.8624848
931	811.7849072
932	811.7063107
933	811.601598
934	811.4676608
935	811.3729912
936	811.2970447
937	811.2042066
938	811.122976
939	811.0309828
940	810.9253755
941	810.809982
942	810.7772955
943	810.735859
944	810.6905384
945	810.6333882
946	810.5507522
947	810.3921448
948	810.3301727
949	810.2821966
950	810.2005655
951	810.138406
952	810.0835834
953	810.0206826
954	809.9554069
955	809.8714796
956	809.7993355
957	809.6627331
958	809.5814918
959	809.5393536
960	809.4434359
961	809.3368254
962	809.2668593
963	809.1911238
964	809.1116189
965	809.056691
966	809.0174355
967	808.9247731
968	808.7989745
969	808.7356295
970	808.6425713
971	808.5879005
972	808.4913799
973	808.1841944
974	808.1384543
975	808.0928757
976	808.0171328
977	807.9345453
978	807.8145688
979	807.7182868
980	807.6559607
981	807.5460936
982	807.4940669
983	807.358775
984	807.2582872
985	807.2290113
986	807.181193
987	807.0958878
988	807.0134662
989	806.8396264
990	806.7696958
991	806.6967766
992	806.6497598
993	806.6027137
994	806.5635763
995	806.5047612
996	806.4667203
997	806.3882411
998	806.3237797
999	806.2443791
