iter	Logloss
297	0.07130364191
298	0.07116224143
299	0.07103048114
300	0.07098053951
301	0.07091314145
302	0.07081560866
303	0.07078703258
304	0.07062697516
305	0.0705698235
306	0.07052979084
307	0.070457143
308	0.0703838147
309	0.07027891313
310	0.07003372637
311	0.06989618331
312	0.06981103723
313	0.06965628461
314	0.06957246311
315	0.06944346897
316	0.06932806033
317	0.069160735
318	0.06908741478
319	0.06893777658
320	0.06879224784
321	0.06872331368
322	0.06863062012
323	0.0686095577
324	0.06856459604
325	0.0684494071
326	0.06842154414
327	0.06832775499
328	0.06808052024
329	0.06804274515
330	0.06800218578
331	0.06786634795
332	0.06777316469
333	0.06769478636
334	0.06746585444
335	0.06738811967
336	0.06726741313
337	0.06718291398
338	0.06706401901
339	0.06691540063
340	0.06680808827
341	0.06669980483
342	0.0665654803
343	0.06650084631
344	0.06643831312
345	0.06638783202
346	0.0662355777
347	0.06610875672
348	0.06605983927
349	0.06592376301
350	0.06588046042
351	0.06574554569
352	0.06569099411
353	0.0656250562
354	0.06554193795
355	0.06551649271
356	0.06533590054
357	0.06526683739
358	0.0650757458
359	0.06498735685
360	0.06494531365
361	0.0647956771
362	0.06474447494
363	0.06461523554
364	0.06455552929
365	0.06448354369
366	0.06445564736
367	0.06432628387
368	0.06426679569
369	0.06423522946
370	0.06415080068
371	0.06408240906
372	0.06400218316
373	0.06389707812
374	0.06382684134
375	0.06376880083
376	0.06369928458
377	0.06366431758
378	0.0636318272
379	0.06360251782
380	0.06358658042
381	0.06347937056
382	0.06336732789
383	0.06325925442
384	0.06320297788
385	0.06313428975
386	0.06303502653
387	0.06296829204
388	0.06293548475
389	0.06286132698
390	0.06275074107
391	0.06267336224
392	0.06257344572
393	0.06255921862
394	0.06249003219
395	0.06244743257
396	0.06241416525
397	0.06223655053
398	0.06211363304
399	0.06202982255
400	0.06200556366
401	0.06192557636
402	0.06186445396
403	0.0617464001
404	0.06165232092
405	0.06158127636
406	0.06153827979
407	0.06151555037
408	0.06146509835
409	0.06134345447
410	0.06132901775
411	0.06125327177
412	0.06110680684
413	0.06102041401
414	0.06087651908
415	0.06081149061
416	0.06078432268
417	0.06070532702
418	0.06054428817
419	0.06043263086
420	0.0603744623
421	0.0603299369
422	0.06028096386
423	0.06016156539
424	0.0600948796
425	0.05997037609
426	0.05992895377
427	0.05984239848
428	0.05979379375
429	0.05969905463
430	0.05961029885
431	0.05953593518
432	0.05950069392
433	0.05934172582
434	0.0592924931
435	0.05923708894
436	0.05916975774
437	0.05911111691
438	0.05903685768
439	0.05892081154
440	0.05878602426
441	0.05868020084
442	0.05854846411
443	0.05844028898
444	0.05840094671
445	0.05837977116
446	0.05827212328
447	0.05810338044
448	0.05803690197
449	0.05796493652
450	0.05795639583
451	0.05782016707
452	0.05774618096
453	0.05771216862
454	0.05767808391
455	0.05765483299
456	0.05761283409
457	0.05755120787
458	0.05752226632
459	0.05743799652
460	0.05735293757
461	0.05728335333
462	0.05719949153
463	0.0571590612
464	0.05704893559
465	0.05697973774
466	0.05694637364
467	0.05687069636
468	0.05678795888
469	0.05674934004
470	0.05669732573
471	0.05662630194
472	0.05657548804
473	0.05652009964
474	0.05642429964
475	0.05640798109
476	0.0563268933
477	0.0563078489
478	0.0562396413
479	0.05613167708
480	0.05606852378
481	0.05602325668
482	0.05590271896
483	0.05585914144
484	0.05583987999
485	0.05579349311
486	0.05572382244
487	0.05571639158
488	0.05562628675
489	0.05550507587
490	0.05547876361
491	0.05538190799
492	0.05537735365
493	0.05521579604
494	0.05520686154
495	0.05511508402
496	0.05507673776
497	0.055031716
498	0.05498071674
499	0.05494767092
500	0.05490563234
501	0.05484176826
502	0.05483767836
503	0.05478934576
504	0.05473706322
505	0.05468840912
506	0.05465339384
507	0.0545922771
508	0.05452430528
509	0.05444673488
510	0.05434807836
511	0.05427699418
512	0.05421791804
513	0.0541500141
514	0.05413071552
515	0.05408008229
516	0.0540062605
517	0.05396744461
518	0.05394329627
519	0.05391442919
520	0.05386546027
521	0.05382677025
522	0.05377710596
523	0.05374391378
524	0.05367971073
525	0.05358420656
526	0.05353509783
527	0.05348543233
528	0.05347444355
529	0.05345265728
530	0.05339644236
531	0.05337597732
532	0.05332597091
533	0.05326108244
534	0.05322081988
535	0.05315465475
536	0.05310786954
537	0.05309087844
538	0.0530597773
539	0.05302323475
540	0.05294781994
541	0.05291096193
542	0.05284374921
543	0.05280676287
544	0.05280053599
545	0.05274615561
546	0.05269263124
547	0.05267032043
548	0.05257372556
549	0.05252964832
550	0.05249101657
551	0.05246248245
552	0.05245101348
553	0.05235715114
554	0.05230214547
555	0.05229807397
556	0.05226869691
557	0.05221522158
558	0.05211200794
559	0.05206478292
560	0.05204244698
561	0.05198448557
562	0.05197242422
563	0.05191069784
564	0.05185324636
565	0.05180190328
566	0.0517902114
567	0.0517356161
568	0.05170493757
569	0.05165079933
570	0.05160405757
571	0.05150370677
572	0.0514740448
573	0.05144585558
574	0.05143473917
575	0.05138459263
576	0.05134055716
577	0.05124356761
578	0.05119532196
579	0.05111598684
580	0.05108538387
581	0.05101418719
582	0.05093469892
583	0.05085678746
584	0.05082177949
585	0.05077234427
586	0.05072749569
587	0.05067407394
588	0.05063304221
589	0.05060761831
590	0.05054991524
591	0.05048753248
592	0.05040026132
593	0.05038241084
594	0.05035461701
595	0.05031445349
596	0.05029292024
597	0.05022519879
598	0.05021033606
599	0.05017044521
600	0.05016391818
601	0.05015590258
602	0.05014807973
603	0.05010215138
604	0.05006672088
605	0.05001123581
606	0.04996523236
607	0.04994924978
608	0.04990041755
609	0.04987745198
610	0.04984824404
611	0.0497819836
612	0.0496941394
613	0.04966845753
614	0.04964755841
615	0.04960133355
616	0.0495261187
617	0.04947472987
618	0.04944344098
619	0.04942492013
620	0.04939525537
621	0.04937232711
622	0.04936831887
623	0.04935216313
624	0.04931546529
625	0.04929780964
626	0.04927219157
627	0.04919572978
628	0.04917369526
629	0.04915688326
630	0.04912372515
631	0.04906863921
632	0.04901518754
633	0.04898169003
634	0.04897705735
635	0.04895086429
636	0.04892113222
637	0.04885436846
638	0.04876283716
639	0.04874916911
640	0.04873869727
641	0.04869377543
642	0.04866761171
643	0.04864368897
644	0.04862434159
645	0.04857796057
646	0.04854121009
647	0.04851814302
648	0.04850193259
649	0.04847445949
650	0.04844497352
651	0.04838122519
652	0.04834473669
653	0.04832618988
654	0.04831328047
655	0.04828635758
656	0.04827377036
657	0.04823975295
658	0.04823002733
659	0.04821390379
660	0.04817723426
661	0.04812877327
662	0.04809390699
663	0.04805150145
664	0.04798473446
665	0.04794694195
666	0.04791385552
667	0.04789386509
668	0.04784401514
669	0.04783247347
670	0.04779874552
671	0.04774939063
672	0.04769367026
673	0.04765993182
674	0.04763371959
675	0.0476081311
676	0.04759437323
677	0.04755973797
678	0.04752931466
679	0.04749772551
680	0.04744855341
681	0.047431917
682	0.04738415177
683	0.04734503184
684	0.04733681026
685	0.04732562072
686	0.04729035844
687	0.04727501828
688	0.04726250144
689	0.04724869799
690	0.04722776124
691	0.0472148511
692	0.0472148345
693	0.04721484311
694	0.04715276557
695	0.04713360915
696	0.04711025201
697	0.04709920619
698	0.04709493679
699	0.04706527001
700	0.04694285152
701	0.04689244044
702	0.04681773777
703	0.04678675638
704	0.04676526945
705	0.04673614507
706	0.04671398842
707	0.04669668034
708	0.04665871268
709	0.04664946958
710	0.04663836219
711	0.04663476148
712	0.04662446194
713	0.04657151648
714	0.04654611004
715	0.04653831047
716	0.04650628092
717	0.04644546215
718	0.04640121342
719	0.04636610411
720	0.04635069934
721	0.04631223629
722	0.04629745512
723	0.04626329066
724	0.04623198005
725	0.04620591862
726	0.04619536638
727	0.0461639002
728	0.04612190788
729	0.04610685128
730	0.04607517233
731	0.04604278482
732	0.04602692913
733	0.04600434418
734	0.04600024662
735	0.04598009059
736	0.04596427022
737	0.04596073498
738	0.04594989835
739	0.04593746794
740	0.04592608527
741	0.04591604338
742	0.04587652298
743	0.04585764626
744	0.04582231761
745	0.04581001872
746	0.04579511013
747	0.04578835674
748	0.04576402532
749	0.04572561976
750	0.04563546428
751	0.04561967873
752	0.04557117514
753	0.04556580541
754	0.04553717892
755	0.04551949362
756	0.04550701501
757	0.04548082515
758	0.04544108374
759	0.04540697986
760	0.045333421
761	0.04531866415
762	0.04529570874
763	0.0452359648
764	0.0452142698
765	0.04521114644
766	0.04520183623
767	0.04518138992
768	0.04515961025
769	0.04514155082
770	0.04513021989
771	0.04509744468
772	0.04504684929
773	0.04500379736
774	0.0449745685
775	0.04493217474
776	0.04489282952
777	0.04487000924
778	0.04482901404
779	0.04480186241
780	0.04477398159
781	0.04474221933
782	0.04472115864
783	0.04469659655
784	0.04468361768
785	0.04464660852
786	0.04463031508
787	0.04460800654
788	0.04459764375
789	0.04456066022
790	0.0445378124
791	0.04452712801
792	0.04447757171
793	0.04444159042
794	0.04439803441
795	0.04436442053
796	0.04435286651
797	0.04429992655
798	0.04429198259
799	0.04427941523
800	0.04426591588
801	0.04423848742
802	0.04421104547
803	0.04420632018
804	0.0441590199
805	0.04414908107
806	0.04412312021
807	0.04408227981
808	0.04404703453
809	0.0440159105
810	0.04395815206
811	0.04390281561
812	0.04386899039
813	0.04385521327
814	0.04384126028
815	0.04381413206
816	0.04379275636
817	0.04378248114
818	0.04375508484
819	0.04372343814
820	0.04370922556
821	0.04366855245
822	0.04365694562
823	0.04364799918
824	0.04363899652
825	0.04362400233
826	0.04358455079
827	0.04355255719
828	0.0435336639
829	0.04350673593
830	0.04350670342
831	0.04347724738
832	0.04346218082
833	0.04344684594
834	0.04342587521
835	0.04341643143
836	0.04335911694
837	0.04332931233
838	0.04330616972
839	0.04329605552
840	0.04328283887
841	0.04328281839
842	0.04322630492
843	0.04319476375
844	0.04317545758
845	0.04317543781
846	0.04317541382
847	0.04317538663
848	0.04317537708
849	0.04317525338
850	0.04317526851
851	0.04317526156
852	0.04315574752
853	0.04314613647
854	0.04312935399
855	0.04312201127
856	0.04310871012
857	0.04310687929
858	0.04310525229
859	0.04309949239
860	0.04308403578
861	0.04305458878
862	0.04299730738
863	0.04297665461
864	0.04292924144
865	0.04291993067
866	0.04289519476
867	0.04288747498
868	0.04286923038
869	0.0428420761
870	0.04283157798
871	0.04281277378
872	0.04280747637
873	0.04275056248
874	0.04274156176
875	0.04270579448
876	0.04269168201
877	0.04266899675
878	0.04264678333
879	0.04261451988
880	0.04258419318
881	0.04255326149
882	0.0425317126
883	0.04251979359
884	0.04250805652
885	0.04250187319
886	0.04250186297
887	0.04247264376
888	0.04247262682
889	0.0424600102
890	0.04244677182
891	0.04242774207
892	0.04240805913
893	0.04238843045
894	0.04238845577
895	0.04238843311
896	0.04238845055
897	0.04238831437
898	0.04238830026
899	0.04237679924
900	0.04234960841
901	0.04234147484
902	0.04233470688
903	0.04232506266
904	0.0423189135
905	0.04231863959
906	0.04230229566
907	0.04228198302
908	0.04227841031
909	0.04227099473
910	0.04226561389
911	0.04225413086
912	0.04224456297
913	0.04220413066
914	0.04218191281
915	0.04214874498
916	0.0421487377
917	0.04213065146
918	0.04209597867
919	0.04209461368
920	0.04207875452
921	0.04203982065
922	0.04203979196
923	0.04203978181
924	0.04203972796
925	0.04203972808
926	0.04203967469
927	0.04203963897
928	0.04203962503
929	0.04203962327
930	0.0420396196
931	0.0420396192
932	0.04203962533
933	0.04203957475
934	0.04203960902
935	0.04203955804
936	0.04203951344
937	0.0420395191
938	0.04203952258
939	0.04203950556
940	0.04203948535
941	0.0420394722
942	0.04203948537
943	0.04203940846
944	0.04203938131
945	0.04203933665
946	0.04203931264
947	0.04203932346
948	0.04203932762
949	0.04203926642
950	0.04203928407
951	0.0420392758
952	0.04203926202
953	0.04203924918
954	0.04203924209
955	0.04203924806
956	0.04203922464
957	0.04203914933
958	0.04203913237
959	0.04203912287
960	0.04203911922
961	0.04203907886
962	0.04203905678
963	0.04203903818
964	0.04203903818
965	0.04203903818
966	0.04203903818
967	0.04202231779
968	0.04201095169
969	0.04199645249
970	0.04199643846
971	0.04199639835
972	0.04199635543
973	0.04199637166
974	0.04199634623
975	0.04199633821
976	0.04199631428
977	0.04199633338
978	0.04199630753
979	0.04199630031
980	0.04199628065
981	0.04199621476
982	0.04199624457
983	0.04198977913
984	0.04198501511
985	0.04197079217
986	0.04195656578
987	0.04194463938
988	0.04191728965
989	0.04190542745
990	0.04189835597
991	0.04188782691
992	0.04182678378
993	0.04181661699
994	0.0418024112
995	0.04179742377
996	0.04179739499
997	0.04178983848
998	0.04174839406
999	0.04171094512
